SkuID,UnitLength,UnitWidth,UnitHeight,UnitWeight,CaseQuantity,CaseLength,CaseWidth,CaseHeight,CaseWeight,,
BRTTZ121,18.6,13.5,2.8,54,6,20.9,15.5,12.2,567,,
BRTTZ131,18.3,12.7,2.3,109,6,20.9,15.5,12.2,658,,
BRTTZ135,2.1,7.2,9.4,45,6,16.1,22.1,11,1361,,
BRTTZ141,18.6,13.5,2.8,113,6,20.9,15.5,2.8,567,,
BRTTZ145,18.3,13.3,1.1,73,6,20.9,14.8,12,667,,
BRTTZ151,18.6,13.5,2.8,91,6,20.9,13.5,12.2,680,,
BRTTZ161,18.6,13.8,4.4,113,6,21.1,15.5,17.3,1021,,
BRTTZ211,18.6,13.3,2.3,77,6,20.6,15.3,10.7,454,,
BRTTZ221,18.6,13.3,2.8,50,6,20.6,15.3,10.7,567,,
BRTTZ231,18.6,13.3,2.8,113,6,20.6,15.3,10.7,680,,
BRTTZ232,18.6,13.3,2.8,54,6,20.6,15.3,10.7,658,,
BRTTZ241,18.6,13.3,2.8,113,6,20.6,15.3,10.7,1021,,
BRTTZ242,18.1,13.3,0.8,73,6,20.9,15,12.5,667,,
BRTTZ251,18.3,13.3,3.6,68,0,0,0,0,0,,
BRTTZ252,18.3,13,0.8,91,6,20.6,15,13.8,771,,
BRTTZ261,18.6,13.3,4.6,113,6,20.9,15.3,17.3,1043,,
BRTTZ315,18.3,13,1.1,41,6,20.6,15,11.5,435,,
BRTTZ325,18.8,13.5,2.3,82,6,20.6,15.3,10.7,499,,
BRTTZ334,18.6,13,2.1,64,6,20.6,15.3,10.2,544,,
BRTTZ335,18.8,13.5,2.3,82,6,20.6,15.3,10.7,499,,
BRTTZ344,19.4,14,2.8,109,6,20.9,15.8,11.7,658,,
BRTTZ345,18.6,13.5,2.8,95,0,0,0,0,0,,
BRTTZ354,19.1,14.3,4.1,45,6,20.4,15.3,14,680,,
BRTTZ355,18.1,13,0.8,113,6,20.4,15,14,794,,
BRTTZ441,18.3,12.7,1.1,95,6,20.9,14.8,12.2,689,,
BRTTZ631,18.8,13.3,2.3,59,6,20.9,15.3,10.7,540,,
BRTTZ641,18.3,13.3,3.9,95,6,20.9,15.5,13.8,590,,
BRTTZ651,18.3,13.3,3.9,113,6,20.9,15.5,13.8,680,,
BRTTZ661,18.3,13.3,3.9,127,6,20.9,15.5,13.8,771,,
BRTTZFX231,2.1,7.2,9.4,45,6,16.1,22.1,11,1361,,
BRTTZFX241,2.8,7.2,9.4,91,6,16.1,28,11,1769,,
BRTTZFX251,3.9,7.2,9.4,136,6,16.1,34.1,11,2177,,
BRTTZFX261,9.4,7.2,4.6,318,6,39.7,16.1,11,2313,,
BRTTZS111,9.4,7.2,2.3,27,20,0,0,0,0,,
BRTTZS131,11.7,6.9,17.8,113,20,21.6,15.3,11,1542,,
BRTTZS135,2.1,7.2,9.4,45,6,16.1,22.1,11,1361,,
BRTTZS141,11.7,6.9,2.6,109,6,16.6,8.4,11,562,,
BRTTZS145,2.8,7.2,9.4,91,6,16.1,28,11,1769,,
BRTTZS151,9.7,7.2,3.4,73,6,20.4,15.3,14,907,,
BRTTZS155,2.8,7.2,9.4,136,6,16.1,34.1,11,2177,,
BRTTZS161,3.9,7.2,9.4,91,6,16.1,39.7,11,2313,,
BRTTZS211,8.9,7.2,2.3,50,0,0,0,0,0,,
BRTTZS221,8.9,7.2,2.3,50,0,0,0,0,0,,
BRTTZS231,8.9,7.2,2.3,50,0,0,0,0,0,,
BRTTZS241,10.2,7.2,2.8,113,0,0,0,0,0,,
BRTTZS251,10.2,7.2,2.8,113,0,0,0,0,0,,
BRTTZS261,4.6,7.2,9.4,136,6,16.1,39.7,11,2313,,
BRTTZS611,2.1,7.2,9.4,45,6,16.1,22.1,11,1179,,
BRTTZS621,2.1,7.2,9.4,45,6,16.1,22.1,11,1270,,
BRTTZS631,2.1,7.2,9.4,45,6,16.1,22.1,11,1361,,
BRTTZS641,2.8,7.2,9.4,91,6,16.1,28,11,1769,,
BRTTZS651,3.9,7.2,9.4,91,6,16.1,34.1,11,2177,,
BRTTZS661,4.6,7.2,9.4,136,6,16.1,39.7,11,2313,,
BRTTZS941,2.8,7.2,9.4,91,6,16.1,28,11,1769,,
BRTTZS951,3.9,7.2,9.4,91,6,16.1,34.1,11,2177,,
BRTTZS961,4.6,7.2,9.4,136,6,16.1,39.7,11,2313,,
BRTTZSE4,18.3,13.5,2.1,113,6,20.6,15.3,11.7,680,,
BSH4206A,104.2,55.9,15.3,43545,1,104.2,55.9,15.3,43545,,
BSH6606,104.2,55.9,15.3,44906,1,104.2,55.9,15.3,44906,,
BSHAC99801,72.4,34.3,10.2,4990,1,72.4,34.3,10.2,4990,,
BSHWC24411,86.9,45.8,5.4,9072,1,86.9,45.8,5.4,9072,,
BSHWC24412,186.7,43.2,11.5,41730,1,186.7,43.2,11.5,41730,,
BSHWC24414,186.7,80.1,7.7,66224,1,186.7,80.1,7.7,66224,,
BSHWC24423,191.5,92.8,8.3,61689,1,191.5,92.8,8.3,61689,,
BSHWC24424,129.6,73.7,7.7,37195,1,129.6,73.7,7.7,37195,,
BSHWC24426,190.5,73.7,7.7,55792,1,190.5,73.7,7.7,55792,,
BSHWC24432,189.3,91.5,7.7,61689,1,189.3,91.5,7.7,61689,,
BSHWC24436,195.6,76.2,7.7,61689,1,195.6,76.2,7.7,61689,,
BSHWC24446,190.5,100.4,7.7,68039,1,190.5,100.4,7.7,68039,,
BSHWC24466,189.3,83.9,10.2,91626,1,189.3,83.9,10.2,91626,,
BSHWC24476,189.3,34.3,12.7,37195,1,189.3,34.3,12.7,37195,,
BSHWC48551,80.1,35.6,5.1,6804,1,80.1,35.6,5.1,6804,,
BSHWC72411,86.4,45.8,5.1,9979,1,86.4,45.8,5.1,9979,,
BSHWC72412,188,42,10.2,41730,1,188,42,10.2,41730,,
BSHWC72414,186.7,80.1,7.7,66224,1,186.7,80.1,7.7,66224,,
BSHWC72423,190.5,91.5,7.7,61689,1,190.5,91.5,7.7,61689,,
BSHWC72424,190.5,91.5,7.7,38555,1,190.5,91.5,7.7,38555,,
BSHWC72426,190.5,73.7,7.7,55792,1,190.5,73.7,7.7,55792,,
BSHWC72432,191.5,92.8,8.3,61689,1,191.5,92.8,8.3,61689,,
BSHWC72436,197.2,77.2,8.3,61689,1,197.2,77.2,8.3,61689,,
BSHWC72446,190.5,99.1,8.9,68039,1,190.5,99.1,8.9,68039,,
BSHWC72466,190.2,84.8,10.8,78018,1,190.2,84.8,10.8,78018,,
BSHWC72476,188,34.3,12.7,37195,1,188,34.3,12.7,37195,,
BSHWC8065A,64.3,13.5,7.2,1633,1,64.3,13.5,7.2,1633,,
BSHWC8426,75,75,3.9,8618,1,75,75,3.9,8618,,
BSHWC8427,130.9,123.2,7.7,52163,1,130.9,123.2,7.7,52163,,
BSHWC8435,190.5,77.5,6.4,41730,1,190.5,77.5,6.4,41730,,
BSHWC8436,101.6,73.7,7.7,28123,1,101.6,73.7,7.7,28123,,
BSHWC8448,143.6,69.9,7.7,32659,1,143.6,69.9,7.7,32659,,
BSHWC8460,160.1,69.9,7.7,38555,1,160.1,69.9,7.7,38555,,
BSHWC90436,101.6,73.7,7.7,29030,1,101.6,73.7,7.7,29030,,
BSHWC90448,142.3,69.9,7.7,32659,1,142.3,69.9,7.7,32659,,
BSHWC90460,161.3,69.9,7.7,39916,1,161.3,69.9,7.7,39916,,
BSHWC90466,129.6,122,7.7,52617,1,129.6,122,7.7,52617,,
BSHWC90471,190.5,77.5,7.7,43091,1,190.5,77.5,7.7,43091,,
BSHWC90499,50.3,9.4,7.9,1406,1,50.3,9.4,7.9,1406,,
BSP32110,33.1,24.2,3.4,113,12,39.9,35.6,26.2,1361,,
BSP32112,33.1,24.2,3.1,91,12,37.4,34.8,26.7,1361,,
BSP32116,33.1,23.7,3.4,113,12,39.4,35.6,26.7,1361,,
BSP32900,29.8,24.4,4.1,318,12,33.3,31.3,26.5,4672,,
BSP32902,30.3,24.2,3.4,340,12,26.5,32.1,26,4491,,
BSP32903,30,24.4,2.8,340,12,26.5,32.8,26,4627,,
BSP32905,29.5,24.7,3.1,318,12,26.7,32.1,26,4468,,
BSP32920,30.5,24.9,3.9,290,12,31.8,28,25.4,4763,,
BSP32922,30.8,24.9,4.9,340,12,26.5,32.1,28,4740,,
BSP32923,30.5,24.9,3.9,290,12,32.3,26.7,25.4,3629,,
BSP32925,30.5,24.9,3.9,290,12,32.3,26.7,25.4,3629,,
BSP34092,33.1,25.4,0.4,45,250,0,0,0,0,,
BSP34094,33.1,25.4,0.3,18,250,0,0,0,0,,
BSP34134,31.5,23.7,0.7,32,250,33.1,25.4,43.2,7824,,
BSP34170,30.5,22.9,0.3,68,12,26.5,32.3,5.4,2268,,
BSP34962,31.8,24.9,1.1,109,72,34.8,44.5,27.7,7802,,
BSP34964,31.8,24.9,1.1,109,72,34.8,44.5,27.7,7802,,
BSP36632,30.5,22.9,1.1,23,0,0,0,0,0,,
BSP36634,33.1,25.4,0.3,41,0,0,0,0,0,,
BSP36635,32.1,23.4,0.3,45,0,0,0,0,0,,
BSP36652,36.9,26.2,0.3,23,250,0,0,0,0,,
BSP36654,36.9,26.2,0.3,18,250,0,0,0,0,,
BSP36812,33.3,25.4,5.6,181,12,67.6,35.6,28.8,3289,,
BSP36814,25.4,33.3,5.1,91,12,34.8,81.8,28.5,1814,,
BSP36815,33.3,25.4,5.9,91,12,68.6,35.6,28.8,1089,,
BSP36932,33.1,25.4,3.4,118,12,40.7,35.1,28.5,726,,
BSP36934,25.2,28,4.1,132,12,40.7,33.1,34.8,1361,,
BSP36936,33.1,2.6,25.4,181,12,34.6,27,38.7,2676,,
BSP36962,33.3,25.2,3.4,340,12,38.4,35.9,28.2,2858,,
BSP36965,33.3,25.2,3.4,340,12,38.4,35.9,28.2,2858,,
BSP38774,36.9,25.4,1.3,68,72,0,0,0,0,,
BSP40224,28.6,5.1,30.5,590,12,50.5,30,32.1,8491,,
BSP40418,25.4,5.1,30.5,363,12,66.3,32.6,27.5,5670,,
BSP44100,29.3,22.9,0.6,218,12,30.3,24.4,7.2,2685,,
BSP44101,28.5,21.9,1.1,227,12,30.3,23.9,7.4,2681,,
BSP44102,28.5,22.1,1.1,227,12,30.3,24.4,7.2,2685,,
BSP44103,28.5,21.9,1.1,227,12,30.3,24.2,7.2,2685,,
BSP44104,28.5,21.9,1.1,227,12,30.3,24.2,7.2,2681,,
BSP44109,28.5,21.9,1.1,227,12,30.3,24.2,7.2,2685,,
BSP48908,24.2,3.1,29.8,454,12,43.5,25.7,31.5,5987,,
BTC15578,25.2,18.8,15.5,771,1,25.2,18.8,15.5,771,,
BUN288000100,64.8,54.4,49.1,14265,1,64.8,54.4,49.1,14265,,
BUN6078,18.8,18.8,19.9,544,1,18.8,18.8,19.9,544,,
BUN6088,19.1,18.3,19.9,544,1,19.1,18.3,19.9,544,,
BUN6100,19.9,18.6,20.1,499,1,19.9,18.6,20.1,499,,
BUNREG-FILTER,40.4,19.9,20.1,1860,1,40.4,19.9,20.1,1860,,
BUNVPR,55.7,48.3,30.3,10002,1,55.7,48.3,30.3,10002,,
BUNVPS,65.6,55.4,30,11635,1,65.6,55.4,30,11635,,
BUNWX-2,39.7,27,9.7,1837,1,39.7,27,9.7,1837,,
CCP18451,40.9,32.8,11.7,1338,6,71.7,35.1,43.5,9185,,
CCP26173,0,0,0,0,6,0,0,0,0,,
CCS00500,47,36.4,14,680,4,59,49.8,39.4,2722,,
CCS00501,40.7,34.8,8.9,1814,6,56.7,36.9,43.2,10886,,
CCS02196,17.1,10.5,1.8,91,100,58.5,43.2,21.6,9072,,
CCS02197,18.6,11,1.6,227,120,38.1,37.4,42.2,10433,,
CCS02198,20.4,11.5,2.6,181,80,53.4,44.5,24.7,12701,,
CCS02199,28,19.1,5.1,227,40,60.2,42.2,43.5,9072,,
CCS02200,28.5,19.1,5.1,408,40,59.7,42,43.2,16329,,
CCS02201,24.2,16.1,1.8,209,120,53.4,47,53.4,25401,,
CCS02202,28,19.1,2.6,272,80,52.1,42,61,24494,,
CCS02203,37.4,22.4,5.9,1021,20,63.5,43.2,40.7,21772,,
CCS10200,26.2,20.4,2.6,227,72,57.2,38.1,33.1,16329,,
CCS10205,19.6,16.1,3.1,213,72,60.4,47.7,40.7,24948,,
CCS10300,16.3,14.8,3.4,186,12,58,22.4,12.7,2449,,
CCS10305,19.9,18.8,1.6,181,72,0,0,0,0,,
CCS10315,20.4,15.3,10.2,227,24,43.9,35,35.9,6804,,
CCS10316,20.4,15.5,10.2,227,24,42,34.8,36.2,5443,,
CCS10317,20.4,15.5,10.2,227,24,43.2,34.3,33.3,6804,,
CCS10340,20.4,15.5,5.1,181,80,57.2,44.5,36.4,10659,,
CCS10405,18.3,18.3,1.1,191,72,58.5,38.1,34.3,17236,,
CCS10410,19.6,18.1,0.8,54,72,47,30.5,28,3175,,
CCS10415,18.3,17.6,0.8,122,72,58.5,36.9,33.1,7257,,
CCS10420,18.8,10.7,0.8,45,72,45.8,29.3,29,5443,,
CCS10500,6.1,5.4,1.3,45,120,35.6,28,22.9,8165,,
CCS10510,12.7,10.2,1.3,45,120,49.6,26.7,24.2,4536,,
CCS11100,24.2,18.1,1.3,227,100,99.1,35.6,26.7,7711,,
CCS11101,15.3,22.9,3.2,113,100,100.4,35.6,25.4,20412,,
CCS11102,20.4,17.8,5.1,907,100,99.1,36.9,45.8,33189,,
CCS11150,24.2,18.1,1.3,45,100,100.4,35.6,26.7,4536,,
CCS11151,23.4,16.6,2.6,45,100,99.1,35.6,25.4,9525,,
CCS11152,15.3,22.9,2.6,45,100,99.1,35.6,26.7,12247,,
CCS11153,23.5,17.8,0.1,154,100,99.1,36,28,11340,,
CCS11154,23.4,18.1,2.6,136,100,100.4,35.6,25.4,13608,,
CCS11155,24.2,18.3,1.3,45,100,99.1,35.6,24.8,4990,,
CCS11156,24.2,17.8,1.3,91,100,99.1,35.6,28,9979,,
CCS11200,16.8,12.5,7.2,417,12,36.9,24.4,30.5,7257,,
CCS11400,16.8,12.7,7.7,417,12,36.9,25.4,30.5,8165,,
CCS11500,16.1,12.7,4.6,91,12,33.1,29.9,17.8,4082,,
CCS11505,8.9,6.4,1.3,45,12,21.6,18.6,27.4,2495,,
CCS12101,11.2,10.5,5.6,50,24,36.2,25.4,24.2,3175,,
CCS12103,17.8,10.7,11.2,118,12,40.2,35.4,26.7,6895,,
CCS12105,25.7,12.7,8.4,249,24,54.7,30.5,55.9,10886,,
CCS12110,27.2,23.9,8.7,567,24,56.7,55.4,51.4,17282,,
CCS12300,33.3,13.8,12.7,753,12,59.7,41.3,36.9,8165,,
CCS12400,25.4,23.4,11.5,748,12,75.7,29.3,52.1,11181,,
CCS12500,20.4,15.8,17.1,318,12,54.7,47,34.3,2948,,
CCS13010,19.4,15.3,4.4,272,48,38.4,23.4,17.6,3189,,
CCS13050,23.2,10.5,4.1,113,72,61,48.3,40.7,16329,,
CCS13081,24.9,10.5,0.3,45,300,53.4,39.4,44.5,9979,,
CCS13082,23.4,11,0.6,45,200,35.6,35.6,51.5,3629,,
CCS13090,4.6,3.6,0.8,45,120,46.4,29.3,26.7,3629,,
CCS13095,5.1,2.8,2.6,45,120,34.3,28,21.6,4536,,
CCS13100,9.2,5.4,2.6,45,120,35.6,25.4,22.9,5443,,
CCS20105,34.6,28,3.1,553,20,59.7,30.5,38.1,6350,,
CCS20106,47,39.9,3.6,1814,5,0,0,0,0,,
CCS20107,46.8,40.2,3.4,1610,2,0,0,0,0,,
CCS20108,46.8,40.2,3.4,1610,5,0,0,0,0,,
CCS20109,47,39.9,3.4,1814,2,0,0,0,0,,
CCS20500,40.7,47,3.6,1361,7,62.3,42.6,31.8,10433,,
CCS20501,40.7,47,3.6,1814,7,62.3,42.6,31.8,13608,,
CCS20502,40.7,47,3.6,1361,7,62.3,42.6,31.8,10433,,
CCS20503,40.7,47,3.6,1814,7,62.3,42.6,31.8,13608,,
CCS20504,40.1,43.2,5.1,1361,7,50.8,40.7,40.7,9979,,
CCS20505,40.1,43.2,5.1,1814,7,50.8,40.7,40.7,13154,,
CCS20506,40.1,43.2,5.1,1361,7,50.8,40.7,40.7,9979,,
CCS20507,40.1,43.2,5.1,1814,7,50.8,40.7,40.7,13154,,
CCS21100,51.4,34.6,13.8,6554,2,53.6,30,35.9,13948,,
CCS21105,31.3,20.6,11,726,12,68.6,45.3,35.1,10228,,
CCS22100,30.3,6.9,5.1,64,72,64.8,34.3,48.3,11793,,
CCS22105,34.6,26.2,5.4,431,24,67.4,54.7,40.7,12247,,
CCS22110,36.9,15.3,3.9,136,60,38.7,31.5,17.3,8618,,
CCS22120,37.6,24.9,5.9,612,12,52.9,40.4,39.7,9276,,
CCS22121,35.6,24.7,6.7,1066,12,38.8,41.3,56.6,14061,,
CCS22122,36.1,24.2,10.2,2268,10,50.8,39.4,51.1,14515,,
CCS22123,35.6,24.8,9.2,1814,10,49.6,38.1,47,15876,,
CCS22124,18.5,10.8,7.7,227,60,42,40.7,38.1,9525,,
CCS22200,52.1,39.2,14.3,3334,2,47,31.3,42,8165,,
CCS22205,63.3,31.3,14.8,4785,6,67.4,47.3,72.4,32659,,
CCS22215,64.1,35.9,6.9,2767,6,46,39.9,70.4,19436,,
CCS22216,30.8,6.4,2.6,136,48,41.2,33.8,26.2,7484,,
CCS22220,34.1,17.8,15.5,1247,6,57.2,36.2,34.3,9072,,
CCS22225,20.1,19.9,14,308,24,61.6,45.8,58.5,9525,,
CCS22230,23.7,11.2,2.1,163,24,28.8,27,27,5262,,
CCS22240,33.8,20.4,18.8,1633,6,59.1,43.9,33.1,5897,,
CCS22265,17.1,13.8,9.7,576,12,43.2,22.3,37.5,9072,,
CCS22271,20.4,17.8,15.3,454,12,55.9,44,33.1,5443,,
CCS22280,34.1,12.7,5.6,454,24,55.9,37.4,38.8,15876,,
CCS22281,20.4,17.3,15.8,816,12,55.3,47.7,35.6,13154,,
CCS22282,20.1,19.6,14.3,930,12,44.5,43.2,43.2,13608,,
CCS22283,30.5,29.5,17.1,1860,5,82.6,33.7,31.8,5443,,
CCS22285,33.6,14.8,9.7,862,6,36.9,32.3,33.8,6328,,
CCS22286,33.1,15.5,10.2,771,20,53.4,35.6,66.7,18144,,
CCS22287,33.1,23.2,0.3,45,60,47.5,36.1,33.6,12701,,
CCS22288,34.3,26,0.3,227,60,50.8,31,53.9,13608,,
CCS22289,17.8,15.3,3.9,227,60,38.1,34.3,48.3,8165,,
CCS22290,14.5,14,5.1,363,24,44.8,30.5,24.2,12247,,
CCS22291,20.4,15.9,16.6,907,12,50.8,45.8,34.3,12701,,
CCS22292,20.4,16.6,16.6,454,12,49.6,34.3,44.5,4082,,
CCS22293,30.5,29.3,5.1,454,12,43.9,33.1,33.1,6350,,
CCS22294,22.3,16.6,0.4,227,96,35,26.3,24.2,9525,,
CCS22296,19.1,13.5,6.9,227,20,72.9,29.3,20.4,4536,,
CCS22297,34.8,24.7,2.6,680,20,57.2,35.6,28.5,4082,,
CCS23100,31.5,17.3,7.4,240,12,48.3,38.1,35.6,2585,,
CCS23105,34.6,17.8,12.5,649,12,55.9,36.9,54.7,13608,,
CCS23200,56.2,41.2,4.9,1769,6,59,33.6,44.5,12247,,
CCS23210,59.7,40.7,10.2,1451,3,59.7,31.3,16.6,11340,,
CCS23600,24.9,21.6,0.6,45,48,31.8,24.8,35.6,4990,,
CCS23605,24.9,21.6,0.6,50,48,30.5,25.4,35.6,2722,,
CCS23610,24.9,21.6,0.6,50,48,33.1,25.4,36.9,2268,,
CCS23615,27.5,19.1,0.6,45,200,41.2,30.5,33.3,19504,,
CCS23700,47.8,10.2,1.1,45,48,54.4,22.4,9.7,1361,,
CCS23705,47,10.2,1.3,45,48,54.4,22.4,9.7,1043,,
CCS23710,47,10.2,1.3,86,48,55.9,17.8,53.4,5443,,
CCS23715,48.8,7.9,3.1,726,20,52.1,34.3,20.9,20412,,
CCS23716,48.8,7.9,3.1,726,20,52.1,34.8,20.1,16715,,
CCS23717,48.6,7.7,2.8,454,20,50.8,35,19.7,14515,,
CCS23800,63,8.7,3.6,476,24,63.5,36.2,22.9,17236,,
CCS23802,46.8,8.7,3.1,308,36,44.5,35.6,31.8,17690,,
CCS23805,36.4,25.7,4.1,445,24,36.9,25.4,3.9,10795,,
CCS23807,36.4,25.7,4.1,445,24,54.7,50.8,38.1,18144,,
CCS23815,49.1,10.5,3.4,862,12,54.9,23.5,22.3,11340,,
CCS24100,14.8,12.7,2.6,45,100,73.7,17.8,33.8,4082,,
CCS24205,24.7,14.5,1.8,272,24,33.6,27,33.6,2722,,
CCS24210,24.9,15.3,1.8,59,24,34.3,28,22.9,3629,,
CCS24215,29.5,17.1,5.9,399,24,73.7,33.1,38.1,6804,,
CCS24217,16.6,7.9,7.9,136,12,33.1,25.4,20.4,2268,,
CCS24218,19.1,12.7,8.9,454,12,50.8,35.6,20.4,5897,,
CCS24219,10.2,12.7,11.5,227,12,32.3,25.4,19.1,3402,,
CCS24220,13.3,6.1,5.6,249,48,36.9,26.1,33.1,14061,,
CCS24221,11,6.9,3.1,73,144,52.1,42,39.4,18144,,
CCS24222,14.8,6.1,6.4,163,48,38.1,26.1,33.1,13608,,
CCS24223,19.1,8.7,8.4,286,12,34.6,26.2,20.6,2903,,
CCS24224,19.1,8.7,8.4,286,12,34.6,26.2,20.6,3810,,
CCS24225,19.1,8.7,8.4,286,12,34.6,26.2,20.6,3810,,
CCS24226,12.7,8.9,4.4,313,24,42,17.8,20.4,3175,,
CCS24227,12.7,11.2,4.6,313,24,40.9,21.4,18.3,2785,,
CCS24228,12.7,11.2,4.6,272,24,40.9,21.4,18.3,7938,,
CCS24300,15.3,5.4,5.6,104,12,22.9,17.1,17.8,1728,,
CCS24302,6.7,13.3,21.9,454,6,26.7,20.9,22.9,2722,,
CCS24305,21.1,7.4,6.7,286,12,27.2,21.4,23.2,4463,,
CCS24306,20.4,13.5,21.6,2495,2,26,20.9,22.9,4990,,
CCS24308,6.7,6.7,21.6,227,12,28,21.1,22.9,2722,,
CCS24309,14,6.9,21.6,680,6,28,21.1,22.9,4536,,
CCS24310,20.4,14,22.1,907,2,28,21.6,23.7,1814,,
CCS25004,58.1,15.2,32,7702,2,60,32,34,16402,,
CCS25005,58.4,31.7,6,2799,5,60.3,31.2,33.7,14900,,
CCS25006,60,37.1,10.1,4400,3,61.5,32.6,39,14202,,
CCS25016,29.8,13,4.9,544,24,61,31.2,30.5,14515,,
CCS25100,33.3,7.9,5.1,408,24,36.9,36.9,38.1,10433,,
CCS25102,34.8,8.9,5.9,363,20,34.3,17.6,16.6,2449,,
CCS25103,34.8,13.5,6.4,907,20,66.6,33.1,30.5,18144,,
CCS25104,28.2,11.7,5.4,318,24,35.6,31.8,20.4,8165,,
CCS25105,39.7,12,4.4,454,20,53.4,38.1,28,11340,,
CCS25106,12.7,6.9,4.1,45,72,49.6,30.5,26.7,5443,,
CCS25107,30.5,14.5,5.9,1814,20,61,31.8,31.8,7257,,
CCS25108,34.3,16.1,5.1,907,20,61.8,33.1,31.8,17236,,
CCS25109,33.8,16.1,5.9,680,20,56.7,33.1,34.3,13608,,
CCS25116,35.6,16.6,5.1,907,20,56.4,33.8,35.6,18144,,
CCS25118,35.6,16.6,5.1,1814,20,55.9,35.6,34.6,9072,,
CCS25120,18.3,10.7,4.9,45,72,69.9,25.4,36.2,8618,,
CCS25130,35.1,10.7,5.4,318,24,36.6,36.6,35.1,9026,,
CCS25131,32.8,16.1,5.1,703,20,50.8,36.2,35.6,12701,,
CCS25140,44.5,21.6,8.4,3629,4,47,34.3,24.2,15422,,
CCS25141,44,21.6,7.7,4627,4,45.8,35.6,24.2,18507,,
CCS25302,35.8,31.2,6.1,930,10,37.8,32.6,64.4,10301,,
CCS25303,35.8,31.2,6.1,930,10,37.8,32.6,64.4,10301,,
CCS25400,14,12.7,5.1,454,20,31.8,26.2,29.8,9072,,
CCS25401,26.2,22.1,11.5,816,10,59.2,48.3,29.3,10433,,
CCS25402,26,22.1,6.1,227,10,47,28,33.1,2268,,
CCS25403,24.2,20.6,5.1,454,20,55.9,51.4,24.2,9072,,
CCS25404,25.4,17.8,5.1,227,20,0,0,0,0,,
CCS26100,14.3,12.7,5.1,240,40,54.7,29.3,33.1,11340,,
CCS26102,14.5,12.7,1.3,109,200,59.7,34.3,30.5,11340,,
CCS26103,14.5,12.7,1.3,109,200,61.6,30.5,33.7,9072,,
CCS26105,14.5,12.7,1.3,109,200,62.3,29.3,33.1,18144,,
CCS26110,12.5,6.9,4.4,45,100,39.4,26.1,43.2,7711,,
CCS26300,18.8,18.1,2.6,45,100,96.6,31.8,42.2,13608,,
CCS26301,18.8,15,2.6,45,100,96.6,31.8,42.2,11340,,
CCS26302,18.8,15,2.6,45,100,97.2,31.8,43,13608,,
CCS26303,14.5,12.7,1.3,109,100,83.9,32.8,34.3,11340,,
CCS26304,15.3,14.8,3.6,64,100,83.9,30.5,33.7,13608,,
CCS26305,15.3,14.8,3.6,64,100,83.9,30.5,33.7,13608,,
CCS26306,14.3,14,2.6,91,100,76.2,27.2,31.3,9072,,
CCS26309,19.1,18.1,2.6,227,100,97.2,31.8,41.2,13608,,
CCS26310,17.6,15,2.8,64,100,81.6,29.3,34.6,9072,,
CCS26312,19.1,19.1,3.2,227,100,95.3,30.5,42,10977,,
CCS26320,17.6,16.6,2.8,64,100,85.1,31.2,35,19051,,
CCS26321,16.6,16.6,2.6,454,100,86.4,31.8,35.6,22680,,
CCS26322,16.1,16.1,2.6,227,100,87.7,31.8,36.9,22680,,
CCS26323,16.3,16.3,3.1,109,100,87.7,31.8,36.9,16329,,
CCS26324,16.3,16.3,3.1,91,100,86.4,33.1,35.6,22680,,
CCS26330,13.3,12.7,7.2,45,100,0,0,0,0,,
CCS26331,13.3,12.7,7.2,77,100,68.9,40.7,53.6,4536,,
CCS26334,13.3,12.7,7.2,77,100,67.4,41.3,53.4,13608,,
CCS26401,15.8,5.6,3.4,45,50,76.2,22.9,22.9,4082,,
CCS26410,35.1,26.7,1.3,122,50,78.8,38.1,31.2,11793,,
CCS26500,15.3,13.5,6.9,227,10,37.4,31.8,15.3,2268,,
CCS26501,13.5,15.3,13.5,1361,4,29.3,29.3,16.1,5443,,
CCS26555,16.6,13.5,1.8,227,60,0,0,0,0,,
CCS27100,21.6,15.5,3.4,544,24,47,34.8,25.4,18144,,
CCS27110,33.1,18.8,4.6,953,24,41.5,36.9,29.3,12973,,
CCS27111,30.3,23.9,5.4,1243,10,48.3,30.5,27.5,12746,,
CCS27112,33.6,26,6.7,1275,10,57.2,28,35.6,17690,,
CCS27113,37.4,28.5,10,2023,5,38.1,30.5,38.4,13608,,
CCS29100,18.1,18.1,2.8,127,48,42,34.3,34.3,8165,,
CCS29101,19.9,18.3,2.8,181,48,44,34.6,38.4,9072,,
CCS29105,18.1,18.3,2.6,82,96,66.1,42.6,34.3,17690,,
CCS30102,12.7,10.7,4.4,91,80,54.7,47,26.7,7257,,
CCS30103,12.7,10.7,4.4,118,80,48.3,46,30.5,9072,,
CCS30121,10.2,10.2,12.1,454,50,52.1,22.9,22.9,9072,,
CCS30122,28,24.2,8.9,91,20,45.8,35.6,34.3,1814,,
CCS30123,24.2,22.9,5.1,227,20,54.7,47,27.7,4536,,
CCS30124,26.1,22.7,7,454,20,54,35.6,46.4,16329,,
CCS30125,26,22.7,10.2,680,10,50.1,28.2,47.5,6804,,
CCS30202,14,24.2,25.4,748,8,58.5,25.4,53.4,6804,,
CCS30206,47.3,32.1,21.9,6350,4,83.9,33.1,49.6,25401,,
CCS30215,49.6,20.4,6.4,1225,10,51.5,42,36.4,13608,,
