SkuID,UnitLength,UnitWidth,UnitHeight,UnitWeight,CaseQuantity,CaseLength,CaseWidth,CaseHeight,CaseWeight,,
SPR02231,62.3,62.3,10.2,5443,1,62.3,62.3,10.2,5443,,
SPR02232,45.5,41.5,20.6,5420,1,45.5,41.5,20.6,5420,,
SPR02233,49.1,33.1,14.5,4377,1,49.1,33.1,14.5,4377,,
SPR02234,55.7,37.1,20.1,5398,1,55.7,37.1,20.1,5398,,
SPR02235,69.9,42,15.3,6690,1,69.9,42,15.3,6690,,
SPR02238,41.2,30,4.4,1084,6,45.8,44.5,34.3,3629,,
SPR02267,22.4,11.7,9.4,567,10,48.1,25.2,25.4,5987,,
SPR02268,19.9,11,11.2,866,10,55.9,21.6,24.8,11340,,
SPR02269,7.7,7.4,5.6,91,72,36.9,28,35.6,13608,,
SPR02270,7.7,7.7,5.6,113,96,47,33.8,27.2,10886,,
SPR02271,8.9,8.7,9.2,272,48,43.7,33.1,34.3,13608,,
SPR02272,12.5,12.5,7.9,227,72,54.2,41.5,58.5,11158,,
SPR02273,11.2,7.9,7.7,281,48,50.8,34.3,29.3,15422,,
SPR02274,11.2,7.7,7.9,281,48,50.8,35.6,28,9072,,
SPR02275,19.4,10.5,0.8,45,20,23.2,17.3,16.3,2014,,
SPR02276,19.4,10.5,0.8,45,20,23.2,17.3,16.3,2014,,
SPR02283,34.3,23.2,0.8,272,20,43.2,26.7,15.8,5443,,
SPR02285,34.3,23.2,0.8,272,20,43.2,26.7,15.8,5443,,
SPR02287,27,18.8,7.4,200,24,55.9,28.2,46,6486,,
SPR02289,26,21.4,0.8,113,60,48.6,30.5,31.8,5897,,
SPR02293,25.4,13.3,0.8,5,250,47.5,34.3,22.1,4990,,
SPR02298,50.3,45.8,30.5,6101,1,50.3,45.8,30.5,6101,,
SPR02299,31,4.1,0.8,91,360,35.6,31,30.5,21772,,
SPR02300,5.6,2.8,1.3,45,120,32.1,15.3,13.3,2082,,
SPR02301,28,14.5,2.1,422,30,30.5,50.8,18.8,13608,,
SPR02302,28.5,21.6,0.8,340,30,29.5,24.7,29.3,11834,,
SPR02306,108,83.9,20.4,6804,1,108,83.9,20.4,6804,,
SPR02307,12.5,2.1,0.8,18,0,0,0,0,0,,
SPR02309,91.5,12.7,0.6,1134,12,97.8,19.6,13,11340,,
SPR02310,160.1,2.6,1.3,567,12,163.6,10.2,2.6,5443,,
SPR02311,26,21.9,12,2227,1,26,21.9,12,2227,,
SPR02312,33.3,21.6,15.3,2790,1,33.3,21.6,15.3,2790,,
SPR02318,29.8,23.7,1.6,109,12,32.3,25.4,16.3,1542,,
SPR02319,27.2,22.1,1.6,95,12,29.8,24.2,16.3,1329,,
SPR02320,29,21.6,9.2,222,12,31.8,22.1,23.4,1547,,
SPR02321,29,21.6,9.2,222,6,31.8,22.1,23.4,1547,,
SPR02322,31.3,24.9,1.6,481,6,32.3,26,11.7,3134,,
SPR02323,28.2,21.6,1.3,191,12,30,22.9,11.5,2504,,
SPR02325,29.8,23.4,1.6,136,12,32.3,25.2,16.1,1574,,
SPR02327,33.1,26.7,1.8,853,4,34.1,28.5,11.5,3629,,
SPR02328,33.1,26.7,1.8,853,4,34.1,28.5,11.5,3629,,
SPR02329,35.6,28,0.6,513,4,40.7,31,4.1,2477,,
SPR02330,35.4,27.7,0.6,612,4,40.9,31.8,4.4,3039,,
SPR02625,27.5,23.7,5.1,340,40,50.8,44.5,48.3,14606,,
SPR02628,21.9,21.9,5.1,363,40,50.8,44.5,48.3,14606,,
SPR02645,42.7,42.5,8.4,2041,6,51.9,44.5,45.8,13676,,
SPR02991,32.3,27.2,5.1,408,20,32.3,21.4,34.3,2359,,
SPR03002,21.6,18.1,4.4,336,12,32.6,24.7,20.6,4060,,
SPR03200,29.3,25.4,2.6,295,12,26.7,22.9,31,3765,,
SPR03201,29.3,25.4,2.6,295,12,26.7,22.9,31,3765,,
SPR03205,29.3,25.4,2.6,295,12,26.7,22.9,31,3765,,
SPR03210,29.3,25.4,2.6,295,12,26.7,22.9,31,3765,,
SPR03300,25.2,27.5,4.6,381,12,28,32.1,31.7,4572,,
SPR03301,29.5,26.1,3.6,340,12,28,32.1,31.7,4536,,
SPR03304,29,25.2,4.6,381,12,28,32.1,31.7,4572,,
SPR03305,29,25.2,4.6,381,12,32.1,31.7,28,4572,,
SPR03307,29,25.2,4.6,381,12,28,32.1,31.7,4572,,
SPR03310,29,25.2,4.6,381,12,28,32.1,31.7,4572,,
SPR03312,29.5,26.1,3.6,340,12,28,32.1,31.7,4536,,
SPR03400,29,25.4,5.9,422,12,39.1,28.3,31.5,5062,,
SPR03401,28,25.7,6.1,422,12,39.1,28.3,31.5,5062,,
SPR03404,28.5,26.2,6.4,422,12,39.1,28.3,31.5,5062,,
SPR03405,30.8,28,7.2,422,12,39.1,28.3,31.5,5062,,
SPR03407,28.5,26.2,6.1,422,12,39.1,28.3,31.5,5062,,
SPR03410,28.5,26.2,6.1,422,12,39.1,28.3,31.5,5062,,
SPR03412,29,26,5.9,422,12,39.1,28.3,31.5,5062,,
SPR03500,28.8,27.7,7.9,490,12,30.2,51.8,31.5,6350,,
SPR03501,28.8,27.7,7.9,490,12,30.2,51.8,31.5,6350,,
SPR03504,28.8,27.7,7.9,490,12,30.2,51.8,31.5,6350,,
SPR03505,30,29.3,9.4,490,12,30.2,51.8,31.5,6350,,
SPR03507,30,29.3,9.4,490,12,30.2,51.8,31.5,6350,,
SPR03510,30,29.3,9.4,490,12,30.2,51.8,31.5,6350,,
SPR03512,28.8,27.7,7.9,490,12,30.2,51.8,31.5,6350,,
SPR03601,30.8,30.5,10.7,771,12,61.3,30.9,31.5,9684,,
SPR03602,28.5,28.8,8.9,803,12,61.3,30.9,31.5,9662,,
SPR03606,30.8,30.5,10.7,807,12,61.3,30.9,31.5,9730,,
SPR03607,28.8,28.8,9.2,807,12,61.3,30.9,31.5,9707,,
SPR03608,28.8,29,9.2,794,12,61.3,30.9,31.5,9616,,
SPR04301,28.5,25.4,4.6,367,12,28,32.1,31.7,4409,,
SPR04401,29,26.5,5.9,422,12,39.1,28.3,31.5,5062,,
SPR04501,29,27,7.7,490,12,30.2,51.8,31.5,6350,,
SPR04601,30.8,30.5,10.7,844,12,61.3,30.9,31.5,10124,,
SPR05120,29,21.9,5.6,2291,10,46,29.3,26.7,23179,,
SPR05121,29,21.9,5.6,2291,10,46,29.3,26.7,23179,,
SPR05122,29,21.9,5.6,2291,10,46,29.3,26.7,23179,,
SPR05123,28.2,22.1,5.4,2390,10,46,29.3,26.7,23904,,
SPR05124,29,21.9,5.6,2291,10,46,29.3,26.7,23179,,
SPR05125,29,21.9,5.6,2291,10,46,29.3,26.7,23179,,
SPR05126,29,21.9,5.6,2291,10,46,29.3,26.7,23179,,
SPR05127,29,21.9,5.6,2291,10,46,29.3,26.7,23179,,
SPR05420,36.9,22.1,5.6,2835,10,45,38.1,27.5,29529,,
SPR05421,36.9,22.1,5.6,2835,10,45,38.1,27.5,29529,,
SPR05422,36.9,22.1,5.6,2835,10,45,38.1,27.5,29529,,
SPR05423,36.9,22.1,5.6,2835,10,45,38.1,27.5,29529,,
SPR05424,36.9,22.1,5.6,2835,10,45,38.1,27.5,29529,,
SPR05705,29.3,25.4,2.6,349,12,30.7,27.1,22.3,4536,,
SPR05706,27.5,24.4,2.8,318,12,28.2,23.9,31.3,4150,,
SPR05710,28.2,25.4,3.6,318,12,31,27.2,31.8,4332,,
SPR05711,29.5,25.2,3.9,340,12,31.3,27.2,31.8,4536,,
SPR05720,28.8,26.2,5.1,386,12,40.9,29.3,31.8,5012,,
SPR05721,26.7,29.3,4.6,318,12,41.2,29.3,31.5,4990,,
SPR05730,29.3,28.8,6.7,476,12,52.9,30.3,31.8,6350,,
SPR05731,28.5,28.2,6.4,431,12,53.4,30.3,31.5,6441,,
SPR05740,30.3,29,5.9,1021,12,31.3,60.8,33.8,8664,,
SPR05741,28.8,29.8,8.4,703,12,61,32.6,30.8,9231,,
SPR06120,29,21.9,5.6,2291,10,46,29.3,26.7,23179,,
SPR06121,29,21.9,5.6,2291,10,46,29.3,26.7,23179,,
SPR06125,30.5,22.9,26.5,11793,1,30.5,22.9,26.5,11793,,
SPR06420,36.1,21.9,5.9,2926,10,45.3,38.1,26,29982,,
SPR07301,31.3,28,5.6,567,12,28,32.1,31.7,6804,,
SPR07401,28.8,26.7,6.1,531,12,28.7,40.7,31.5,6804,,
SPR07501,28.8,29,7.9,862,12,53.1,31.5,31.5,10750,,
SPR07701,29.9,29.6,9.6,794,12,32.6,30.5,31,5035,,
SPR07801,29.9,31.5,11.5,1070,12,56.9,30.3,31.8,6441,,
SPR08855,29,16.6,10.7,1089,10,52.4,34.1,31.3,11476,,
SPR08863,30.5,17.3,10.2,1179,10,52.1,37.1,33.3,12882,,
SPR08875,33.1,20.1,10.5,1497,10,53.1,42,35.4,15808,,
SPR08890,37.6,23.4,10.2,1724,5,51.6,39.2,24.9,9503,,
SPR08893,39.2,24.9,10.2,2132,5,52.1,41.5,27.2,11385,,
SPR08897,39.9,26.5,11.2,2313,5,28.5,42.5,52.1,12224,,
SPR08898,45.3,26.7,10.7,2654,5,52.6,27.7,47.8,14016,,
SPR08901,29.3,31.8,13.3,544,6,73.7,33.1,31.8,4536,,
SPR08905,44,30,10.2,2926,5,52.1,31.2,45.8,15422,,
SPR08910,46.3,31.5,10,3198,5,53.4,32.8,48.1,17010,,
SPR09055,29,16.1,10.7,1202,10,52.9,34.1,32.6,12859,,
SPR09059,32.6,18.6,10.2,1860,10,52.9,34.1,38.9,19550,,
SPR09060,33.1,18.6,10.2,1973,10,52.4,33.8,38.9,20412,,
SPR09062,32.3,18.6,10.2,1814,10,52.6,33.8,38.7,19164,,
SPR09090,38.1,23.7,10,2177,5,52.6,39.4,26.7,11680,,
SPR09093,39.2,24.9,10.2,2381,5,51.6,41.5,27,12905,,
SPR09097,40.2,26.2,10.5,2631,5,52.6,42,29.5,14039,,
SPR09098,45.3,26.7,10.5,2971,5,52.1,27.4,47,15422,,
SPR09099,32.1,26.2,11.5,2812,5,59.2,34.6,28.2,15286,,
SPR09100,31.5,26.5,11.5,2926,5,16.1,31.5,27.7,15694,,
SPR09101,31.5,26.2,11.2,2926,5,58.5,34.1,28.8,15218,,
SPR09102,32.3,26.2,11.2,2903,5,60.2,33.8,28.5,15173,,
SPR09110,46.3,31.3,10.5,3606,5,52.9,32.6,48.6,18779,,
SPR09300,28.5,26.7,4.1,476,12,32.1,27.7,31.3,6010,,
SPR09301,28.2,26.7,3.9,454,12,31,31,31.5,6101,,
SPR09400,29,26,5.4,567,12,40.4,29.5,31.5,7076,,
SPR09401,29,26,5.4,567,12,40.4,29.5,31.5,7076,,
SPR09500,28.8,29,7.2,726,12,52.9,30.5,31.3,9389,,
SPR09501,28.8,29,7.2,726,12,52.9,30.5,31.3,9389,,
SPR09654,31.3,23.2,19.1,4559,4,48.3,40.2,32.8,19142,,
SPR09655,32.6,24.7,18.8,5012,2,38.9,26.2,34.1,10410,,
SPR09656,34.1,26,19.1,5398,2,38.9,27.5,35.6,11317,,
SPR09657,40.2,27.2,20.6,6305,1,40.2,27.2,20.6,6305,,
SPR09658,38.4,31.3,20.9,6713,1,38.4,31.3,20.9,6713,,
SPR09700,28.8,31.3,8.2,885,12,60.8,33.1,30,11499,,
SPR09701,28.8,31.3,8.2,885,12,60.8,33.1,30,11499,,
SPR09800,29.3,30.5,10.5,930,12,74.5,32.6,31,12043,,
SPR09801,29.3,30.5,10.5,930,12,74.5,32.6,31,12043,,
SPR09822,34.8,24.9,17.1,4672,5,52.4,44.2,36.4,24426,,
SPR09823,34.6,27.5,19.4,7212,2,40.2,28.5,36.4,15422,,
SPR09824,31.5,23.2,19.1,4513,4,48.6,40.2,33.1,18869,,
SPR09825,32.8,24.7,18.8,4876,2,38.9,26.2,34.8,10183,,
SPR09826,34.1,26.5,18.8,5398,2,38.7,27.5,35.6,11249,,
SPR09830,34.3,28.9,0.5,168,80,35.6,29.4,30.5,11639,,
SPR09831,34.3,28.9,0.5,168,80,35.6,29.4,30.5,11639,,
SPR09832,30.4,28.9,0.5,159,80,31.5,29.4,30.5,10859,,
SPR09900,29,32.1,13,1089,6,74.5,32.8,31.3,7462,,
SPR09901,29,31.5,13.5,1021,6,65.6,34.1,31.3,7575,,
SPR1,12.7,5.1,3.6,45,144,43,32.6,29,6146,,
SPR1011,29.5,21.1,1.3,227,72,44.8,31.5,22.7,18620,,
SPR1011-3HP,30,21.4,0.6,218,72,44.5,31.3,21.6,15867,,
SPR1011NL,29.5,21.1,1.3,227,72,44.8,31.5,22.7,18620,,
SPR1014,35.1,20.9,0.8,249,72,44.2,38.1,20.4,19958,,
SPR1014-2HP,34.1,21.1,0.8,268,72,44.5,36.9,21.6,18225,,
SPR105-1/4LB,11.5,9.2,7.4,145,40,45.8,30.5,24.2,5851,,
SPR105-1LB,18.8,12.5,8.9,508,10,44.5,25.4,20.1,5126,,
SPR1058,20.4,12.2,0.8,68,144,41.7,26.7,21.9,13404,,
SPR107-1LB,18.8,12.5,8.9,503,10,44.5,25.4,20.1,5126,,
SPR11076,15.5,9.2,1.1,91,144,52.1,22.9,26.7,12247,,
SPR11077,15.5,9.2,0.8,86,120,50.8,21.6,28.6,13971,,
SPR11078,17.8,9.2,0.8,86,120,52.8,22.9,28.6,15876,,
SPR11079,21.9,9.6,0.8,127,120,55.9,26.7,30.5,24494,,
SPR11346,30.3,24.9,7.7,1383,8,50.8,31.8,30.5,11113,,
SPR11347,30.3,24.9,7.7,1383,8,50.8,31.8,30.5,11113,,
SPR11348,30.3,25.4,7.4,1610,8,64.3,28.5,31.8,16239,,
SPR11350,30.3,25.4,7.4,1610,8,64.3,28.5,31.8,16239,,
SPR11353,30.3,25.4,7.4,1610,8,64.3,28.5,31.8,16239,,
SPR11354,30.3,25.4,7.4,1610,8,64.3,28.5,31.8,16239,,
SPR117B-1/4LB,11.5,9.2,7.4,132,40,46.5,30,24.2,5579,,
SPR117B-1LB,18.8,12.5,8.9,513,10,46,29.5,24.2,6019,,
SPR12-1LB,18.8,12.5,8.9,508,10,44.5,25.4,20.9,2917,,
SPR14-1/4LB,11.5,9.2,7.4,132,40,46,29.5,24.2,6019,,
SPR14110,25,39.1,1.3,195,40,44.7,31,12,8845,,
SPR15025,17.8,10.2,10.2,1102,12,42,32.3,19.1,13154,,
SPR15050,8.9,8.9,3.9,64,72,59.2,40.2,14,8981,,
SPR15850,22.1,8.7,2.6,227,96,47,30.5,28.8,15422,,
SPR15851,21.6,7.7,1.8,113,240,47,39.4,34.3,27216,,
SPR15852,21.6,7.7,2.6,181,144,54.2,34.3,24.7,27216,,
SPR16000,33.1,23.4,3.4,708,10,49.1,33.1,35.6,15422,,
SPR16001,32.6,23.7,3.9,649,10,49.6,37.6,35.6,14515,,
SPR18-1/4LB,11.5,9.2,7.4,159,40,46,30,24.4,6532,,
SPR18-1LB,18.8,12.5,8.9,522,10,44.5,25.4,20.4,5534,,
SPR19-1/4LB,11.5,9.2,7.4,163,40,45.8,30,24.2,6532,,
SPR19100,28,24.4,6.4,907,10,64.1,30.5,30.8,9072,,
SPR19110,29.5,24.9,6.7,907,10,64.1,30.5,29.5,9979,,
SPR19180,9.7,6.4,0.6,626,10,51.4,23.9,31.3,6260,,
SPR19184,10.2,8.4,0.6,712,10,51.4,23.7,31,7144,,
SPR19550,28,24.7,2.8,318,12,28,24.2,31.3,4400,,
SPR19551,28,24.7,2.8,318,12,28,24.2,31.3,4400,,
SPR19552,28,24.7,2.8,318,12,28,24.2,31.3,4400,,
SPR19600,29.3,26.2,3.6,318,12,31,27.2,31.5,4740,,
SPR19601,29.3,26.2,3.6,318,12,31,27.2,31.5,4740,,
SPR19602,29.3,26.2,3.6,318,12,31,27.2,31.5,4740,,
SPR19650,28.8,26.7,5.1,386,12,40.9,29.3,31.5,5443,,
SPR19651,28.8,26.2,5.1,386,12,40.7,29.3,31.3,5466,,
SPR19652,28.2,26.5,5.1,476,12,41.5,29.3,31.5,6441,,
SPR19700BADGE,29.3,22.7,4.9,635,10,48.3,30.5,25.7,6668,,
SPR19701,28.8,27.7,6.7,544,12,46.8,31,32.3,7530,,
SPR19750,28.8,29.8,8.2,680,12,60.5,32.8,30.8,9117,,
SPR19751,28.8,29.8,8.2,680,12,60.5,32.8,30.8,9117,,
SPR19752,28.8,29.8,8.2,680,12,60.5,32.8,30.8,9117,,
SPR19756,31.3,23.9,6.9,1179,5,34.3,25.2,33.3,5874,,
SPR19757,31.3,23.9,6.9,1179,5,34.3,25.2,33.3,5874,,
SPR19758,33.8,26.5,7.2,1361,5,34.1,27.5,35.9,6759,,
SPR19759,33.8,26.5,7.2,1361,5,34.1,27.5,35.9,6759,,
SPR19760,40.7,31.8,6.9,1860,5,34.8,32.8,42.2,9412,,
SPR19761,34.3,29.8,14.5,2087,1,34.3,29.8,14.5,2087,,
SPR19763,61.5,47,3.6,1610,1,61.5,47,3.6,1610,,
SPR19764,92.8,62.3,2.6,2722,1,92.8,62.3,2.6,2722,,
SPR19765,123.7,92.8,2.6,9072,1,123.7,92.8,2.6,9072,,
SPR19766,61.5,46.5,3.6,1247,1,61.5,46.5,3.6,1247,,
SPR19767,92.8,62.3,3.9,3629,1,92.8,62.3,3.9,3629,,
SPR19768,123.2,92.8,2.6,5897,1,123.2,92.8,2.6,5897,,
SPR19769,61.5,46.5,3.6,1429,1,61.5,46.5,3.6,1429,,
SPR19770,92.8,62.3,4.4,3629,1,92.8,62.3,4.4,3629,,
SPR19771,123.2,92.8,3.9,4536,1,123.2,92.8,3.9,4536,,
SPR19772,12.2,5.1,4.1,113,36,25.7,21.9,21.1,7008,,
SPR19775,7.7,5.1,1.1,23,144,24.4,21.9,13.8,4354,,
SPR19779,7.4,7.7,1.3,45,216,39.7,31.5,13.5,9979,,
SPR19780,7.4,7.7,1.3,45,216,39.7,31.5,13.5,9979,,
SPR19781,7.4,7.7,1.3,45,216,39.7,31.5,13.5,9979,,
SPR19782,7.4,7.7,1.3,45,216,39.7,31.5,13.5,9979,,
SPR19783,7.7,7.7,1.1,23,216,39.7,32.3,13,10047,,
SPR19784,12.5,7.7,1.3,45,144,39.4,31.5,13.3,11000,,
SPR19788,15.5,7.9,6.1,476,6,23.9,16.3,13.8,3334,,
SPR19789,10,7.4,1.1,45,144,64.1,15.8,13.5,8936,,
SPR19791,7.7,7.7,3.9,91,60,39.2,31.8,13.8,11000,,
SPR19792,7.9,4.9,0.6,45,240,32.3,17.3,14.5,3742,,
SPR19796,12,5.1,3.4,91,36,25.4,22.1,18.8,5647,,
SPR19797,7.4,5.1,0.8,45,144,24.2,21,14,3175,,
SPR19798,7.4,7.7,1.1,45,216,39.7,31.8,11.7,8074,,
SPR19799,7.4,7.7,1.1,45,216,39.7,31.8,11.7,8074,,
SPR19803,7.4,7.7,0.8,45,216,39.2,16.1,22.1,8255,,
SPR19804,12.5,7.7,1.1,45,144,39.7,16.6,21.9,9435,,
SPR19805,7.7,7.7,3.1,136,60,38.1,16.6,21.6,8618,,
SPR19806,42,34.8,14,2812,1,42,34.8,14,2812,,
SPR19807,36.4,27,14.8,1905,1,36.4,27,14.8,1905,,
SPR19808,44.5,32.6,14.3,2744,1,44.5,32.6,14.3,2744,,
SPR19809,12.7,10,0.8,45,120,52.6,17.3,13.8,6328,,
SPR19810,38.1,23.7,18.1,4513,4,39.7,39.4,48.3,18756,,
SPR19811,41.5,26.7,18.1,5579,2,42,38.1,27.7,11657,,
SPR19812,31.3,23.4,18.8,4740,4,49.1,40.4,32.6,17146,,
SPR2011,30,21.6,6.4,2037,6,31,44.5,19.9,12292,,
SPR2014,35.9,21.6,5.6,2436,6,36.6,44,20.4,14923,,
SPR2058,20.4,13,6.4,880,12,26.7,42,20.4,10523,,
SPR21000,29.5,24.4,6.4,3357,5,30.5,32.6,25.4,17055,,
SPR21001,29.8,24.4,6.4,3629,5,31,25.4,33.1,13608,,
SPR21002,29.8,24.4,6.7,3629,5,30.5,25.4,32.8,20412,,
SPR21003,29.8,24.4,6.4,3175,5,30.5,25.4,31.8,11340,,
SPR21020,53.4,36.9,24.7,6804,1,53.4,36.9,24.7,6804,,
SPR21040,0,0,0,0,1,0,0,0,0,,
SPR21100,52.6,35.6,25.4,6804,1,52.6,35.6,25.4,6804,,
SPR21120,43.2,40.7,28,6804,1,43.2,40.7,28,6804,,
SPR21350,28,22.4,1.1,45,300,63,29.8,32.6,13517,,
SPR21351,28,22.4,1.1,45,300,63,29.8,32.6,13517,,
SPR21380,28.5,22.7,0.8,45,300,57.2,49.3,33.3,19550,,
SPR21381,28.5,22.7,0.8,45,300,57.2,49.3,33.3,19550,,
SPR21500,39.4,31.8,29.3,22680,1,39.4,31.8,29.3,22680,,
SPR21646,94,77.5,3.1,907,1,94,77.5,3.1,907,,
SPR21647,102.2,88.9,2.6,1814,1,102.2,88.9,2.6,1814,,
SPR21649,96.6,72.9,3.4,1814,1,96.6,72.9,3.4,1814,,
SPR21650,104.2,81.3,2.8,1361,1,104.2,81.3,2.8,1361,,
SPR21651,71.2,61.5,3.4,907,1,71.2,61.5,3.4,907,,
SPR21900,28.2,23.2,0.3,36,144,30.5,25.4,20.4,8618,,
SPR21901,28,22.9,0.3,41,144,30.5,25.4,26.7,12701,,
SPR21902,28,22.9,0.3,41,144,25.4,30.5,33.6,10433,,
SPR21903,28,22.9,0.3,41,144,30.5,25.4,35.6,16783,,
SPR21904,28,22.9,0.3,41,72,29.9,24.9,22.4,10659,,
SPR21905,28,22.9,0.3,136,72,30.5,25.7,37.1,8165,,
SPR21906,28,22.9,0.6,68,72,30.5,25.4,22.1,7711,,
SPR21907,28.8,22.9,0.8,245,72,50.8,30.5,23.5,9072,,
SPR21908,29.8,26,3.4,907,6,30.5,26.1,19.7,3629,,
SPR21909,29.5,24.2,4.1,1774,6,30.5,25.4,26.7,7257,,
SPR21910,29.8,24.8,6.7,1579,6,30.5,25.4,34.3,5443,,
SPR21914,29.5,24.2,4.6,540,6,30.5,25.4,12.7,4536,,
SPR21915,28.2,22.9,0.3,36,200,30.5,25.4,33.7,14969,,
SPR21916,28.5,23.2,0.6,64,250,30.5,26.2,29.3,15876,,
SPR21917,29.5,24.4,4.6,826,6,30.5,25.4,19.1,7257,,
SPR21918,28.5,22.9,0.6,54,200,30.5,25.4,43,9072,,
SPR21919,27.7,22.9,1.1,91,250,30.5,25.4,43.2,22680,,
SPR21920,29.5,24.4,4.6,1202,6,30.5,25.4,25.4,5443,,
SPR21921,28.2,23.2,0.3,41,200,32.1,25.7,33.7,11340,,
SPR21922,28.2,23.2,0.3,50,200,30.8,25.4,33.1,11340,,
SPR21923,30.5,24.2,0.6,23,200,30.5,25.4,34.3,9072,,
SPR21924,30.5,23.4,0.6,54,200,30.8,25.4,28,11340,,
SPR21927,29.3,23.7,0.6,54,144,30.8,25.4,33.3,7257,,
SPR21928,29.3,23.7,0.3,32,72,30.5,25.4,22.9,9525,,
SPR21929,29.3,24.2,0.8,145,72,30.5,25.4,34.3,14969,,
SPR21930,29.3,23.7,0.3,54,144,49.6,30.5,19.1,14969,,
SPR21931,29.3,23.2,0.3,77,144,35,32.4,29.9,13608,,
SPR21932,29.3,23.4,0.6,91,144,50.1,30.5,26.5,11340,,
SPR21933,27.5,22.7,0.8,113,144,50.1,30.5,30.5,20412,,
SPR21934,28.5,23.2,0.6,132,144,49.6,30.5,35.6,29937,,
SPR21950,28,23.9,1.1,45,100,52.4,29.3,34.1,5398,,
SPR21951,28,23.9,1.1,45,100,30.5,28,20.4,5443,,
SPR21980,28.2,24.7,0.6,77,100,51.9,29,32.4,9072,,
SPR21981,28.2,24.7,0.6,77,100,30.5,28,24.2,6804,,
SPR22140,40.7,33.1,30.5,22680,1,40.7,33.1,30.5,22680,,
SPR22147,21.6,22.9,7.2,1456,8,46.5,31.8,24.2,11884,,
SPR22149,33.1,6.7,5.9,703,10,36.6,36.6,13.3,7620,,
SPR22200,45,31.3,42,9072,1,45,31.3,42,9072,,
SPR22227,85.1,73.7,3.1,1361,1,85.1,73.7,3.1,1361,,
SPR22300,45.8,30.5,42,7031,1,45.8,30.5,42,7031,,
SPR22340,7.4,7.4,6.9,163,50,39.4,39.7,15.3,8255,,
SPR22700,61,40.7,21.4,6350,1,61,40.7,21.4,6350,,
SPR23000,7.2,7.2,7.7,177,50,37.1,37.1,16.6,9026,,
SPR23780,10,7.4,7.4,295,50,37.6,38.1,21.6,15354,,
SPR24080,61.5,38.1,57.2,13608,1,61.5,38.1,57.2,13608,,
SPR24100,5.4,5.4,4.4,73,200,45.8,28.8,24.2,14515,,
SPR24200,7.4,5.9,5.9,59,200,51.5,33.1,40.7,16783,,
SPR24318,53.9,31.3,5.9,1837,1,53.9,31.3,5.9,1837,,
SPR24324,69.4,31.3,5.6,2177,1,69.4,31.3,5.6,2177,,
SPR24336,99.1,30.5,6.1,3084,1,99.1,30.5,6.1,3084,,
SPR24418,47,22.9,21.6,748,1,47,22.9,21.6,748,,
SPR24424,62.3,22.9,22.9,13608,1,62.3,22.9,22.9,13608,,
SPR24520,19.9,12,11.7,1411,8,53.6,27.7,22.9,14288,,
SPR24536,92.8,22.9,22.9,19051,1,92.8,22.9,22.9,19051,,
SPR25000,34.3,26.7,7.7,1043,5,34.5,27.5,35.6,6305,,
SPR25001,34.3,26.7,7.7,1043,5,34.5,27.5,35.6,6350,,
SPR25002,38.9,26.7,6.7,1542,5,35.1,27.5,40.6,7394,,
SPR25003,39.4,26.7,6.7,2722,5,34.3,28,40.7,6804,,
SPR25004,40.9,31.8,6.7,1814,5,34.5,32.6,42,9208,,
SPR25005,42,37.4,11.5,2359,1,42,37.4,11.5,2359,,
SPR25080,67.4,44.5,48.3,13154,1,67.4,44.5,48.3,13154,,
SPR25382,18.8,13.8,6.9,708,10,37.6,30.8,20.4,7212,,
SPR25383,18.8,15,7.4,844,10,38.9,31.5,20.9,8664,,
SPR25441,21.9,11.7,6.1,771,12,38.1,26.2,23.9,9752,,
SPR25443,21.9,14.5,7.9,1202,10,39.4,32.1,23.9,12633,,
SPR26100,54.2,38.1,24.7,6804,1,54.2,38.1,24.7,6804,,
SPR28880,30.1,24.1,3,1506,10,32.1,25.6,36.5,16044,,
SPR28881,22.1,16,1.7,168,24,22.6,16.6,39.5,5058,,
SPR28883,17.3,12,0.8,91,120,33.1,27.2,38.1,10886,,
SPR28884,15.5,14,1.3,91,120,33.1,25.4,37.1,13608,,
SPR30002,31.5,6.1,3.4,222,0,0,0,0,0,,
SPR30003,31,6.1,2.8,213,0,0,0,0,0,,
SPR30050,0,0,0,0,20,0,0,0,0,,
SPR31-1LB,18.8,12.5,8.9,503,10,44.5,27.5,20.4,5262,,
SPR31440,8.9,6.1,2.3,86,144,38.7,28.2,20.6,14424,,
SPR32-1/4LB,11.5,9.2,7.4,136,40,46.5,30,24.2,5579,,
SPR32-1LB,18.8,12.5,8.9,508,10,45.3,26.2,19.9,5171,,
SPR33-1/4LB,11.5,9.2,7.4,145,40,46.5,29.3,24.2,5579,,
SPR33-1LB,18.8,12.5,8.9,503,10,44.5,25.4,20.4,5534,,
SPR35SP,15.3,12.7,5.1,680,36,42,32.1,33.6,25447,,
SPR40000,30.8,24.7,6.9,3311,5,37.1,27.5,32.8,17123,,
SPR40001,38.1,24.3,6.7,4536,5,35.6,27.2,39.7,18144,,
SPR40002,30.8,24.7,6.7,3311,5,35.6,28.5,32.1,17531,,
SPR42000,30.8,25.4,7.7,4037,5,36.1,28,32.1,20797,,
SPR42001,30.8,25.4,7.7,4150,5,36.6,27.2,31.3,21364,,
SPR42002,30.8,25.7,7.2,4150,5,35.1,27.7,31.8,21364,,
